PAAC2_A,PAAC2_C,PAAC2_D,PAAC2_E,PAAC2_F,PAAC2_G,PAAC2_H,PAAC2_I,PAAC2_K,PAAC2_L,PAAC2_M,PAAC2_N,PAAC2_P,PAAC2_Q,PAAC2_R,PAAC2_S,PAAC2_T,PAAC2_V,PAAC2_W,PAAC2_Y,PAAC2_lam1,PAAC2_lam2,Target
5,0,0,2.5,0,0,10,0,5,0,2.5,0,10,2.5,42.5,5,7.5,5,0,2.5,0.061,0.1032,
7.5,0,2.5,0,7.5,5,2.5,10,7.5,12.5,2.5,10,0,2.5,0,7.5,5,12.5,0,5,0.0564,0.0512,
8.11,10.81,2.7,2.7,0,8.11,8.11,5.41,10.81,5.41,0,5.41,2.7,5.41,8.11,2.7,2.7,2.7,2.7,5.41,0.0838,0.0836,
5.26,7.89,2.63,2.63,0,5.26,2.63,7.89,18.42,2.63,2.63,2.63,2.63,5.26,13.16,5.26,0,13.16,0,0,0.1025,0.105,
2.27,2.27,4.55,4.55,13.64,2.27,6.82,6.82,6.82,6.82,4.55,0,2.27,4.55,2.27,13.64,9.09,2.27,0,4.55,0.0773,0.0739,
9.76,0,4.88,2.44,19.51,2.44,0,9.76,4.88,7.32,2.44,2.44,7.32,0,2.44,4.88,7.32,7.32,2.44,2.44,0.0828,0.0743,
0,7.89,7.89,7.89,7.89,2.63,0,0,7.89,10.53,5.26,7.89,7.89,2.63,2.63,0,7.89,7.89,2.63,2.63,0.0787,0.0634,
2.22,28.89,4.44,4.44,0,13.33,0,0,6.67,0,2.22,13.33,0,0,0,22.22,0,0,0,2.22,0.0398,0.0467,
6.12,4.08,8.16,6.12,2.04,10.2,2.04,10.2,6.12,4.08,8.16,4.08,6.12,2.04,4.08,2.04,2.04,6.12,2.04,4.08,0.0848,0.0766,
8.7,13.04,10.87,2.17,6.52,2.17,4.35,4.35,13.04,4.35,0,0,0,6.52,0,2.17,2.17,6.52,6.52,6.52,0.0918,0.0855,
0,0,0,8.33,8.33,4.17,0,4.17,4.17,4.17,8.33,8.33,8.33,16.67,8.33,4.17,4.17,4.17,0,4.17,0.0762,0.0797,
9.52,0,0,0,9.52,2.38,2.38,9.52,4.76,7.14,4.76,0,4.76,4.76,4.76,7.14,14.29,7.14,2.38,4.76,0.0626,0.074,
6.25,0,4.17,2.08,0,4.17,6.25,2.08,14.58,2.08,4.17,2.08,8.33,0,12.5,6.25,8.33,10.42,2.08,4.17,0.0864,0.0968,
0,12.5,7.5,5,5,17.5,2.5,0,2.5,0,0,2.5,5,7.5,7.5,0,7.5,10,2.5,5,0.0892,0.0839,
6.12,0,4.08,14.29,4.08,2.04,6.12,6.12,4.08,2.04,8.16,2.04,6.12,4.08,6.12,0,4.08,4.08,4.08,12.24,0.0787,0.0775,
0,0,2.13,14.89,0,2.13,8.51,6.38,10.64,2.13,6.38,4.26,12.77,4.26,6.38,6.38,0,0,8.51,4.26,0.0855,0.0958,
10.53,0,5.26,2.63,13.16,5.26,0,7.89,2.63,10.53,2.63,5.26,5.26,0,7.89,2.63,2.63,13.16,0,2.63,0.0723,0.0796,
6.06,3.03,3.03,12.12,3.03,0,6.06,0,0,6.06,6.06,9.09,15.15,0,6.06,3.03,3.03,6.06,9.09,3.03,0.0855,0.0795,
11.36,4.55,4.55,4.55,0,2.27,4.55,9.09,2.27,2.27,6.82,4.55,6.82,9.09,6.82,4.55,4.55,4.55,4.55,2.27,0.0814,0.0802,
9.68,9.68,0,3.23,0,0,3.23,12.9,3.23,9.68,0,9.68,3.23,0,19.35,0,3.23,9.68,3.23,0,0.0924,0.1181,
8.33,8.33,13.89,5.56,2.78,5.56,0,8.33,5.56,2.78,2.78,2.78,0,0,5.56,11.11,5.56,0,8.33,2.78,0.11,0.0977,
11.43,2.86,0,5.71,2.86,20,0,8.57,0,14.29,2.86,0,0,2.86,2.86,0,11.43,11.43,0,2.86,0.0682,0.0604,
0,7.14,7.14,3.57,0,7.14,7.14,3.57,3.57,0,3.57,3.57,7.14,7.14,17.86,7.14,7.14,0,3.57,3.57,0.1033,0.0656,
9.52,0,7.14,9.52,4.76,4.76,2.38,2.38,4.76,4.76,4.76,2.38,2.38,2.38,9.52,7.14,2.38,4.76,2.38,11.9,0.094,0.1047,
6.45,0,0,3.23,6.45,3.23,3.23,9.68,3.23,12.9,12.9,6.45,0,0,0,9.68,6.45,0,12.9,3.23,0.0772,0.0761,
11.76,5.88,0,0,2.94,11.76,0,11.76,5.88,0,5.88,5.88,5.88,2.94,8.82,2.94,0,2.94,5.88,8.82,0.0983,0.0963,
0,0,7.14,0,0,0,14.29,0,14.29,0,0,14.29,0,0,0,21.43,0,14.29,7.14,7.14,0.0666,0.0766,
6.45,0,0,0,9.68,6.45,0,16.13,3.23,22.58,3.23,0,0,0,3.23,9.68,16.13,0,0,3.23,0.0701,0.0618,
9.09,0,0,0,9.09,0,0,0,0,18.18,0,0,9.09,9.09,27.27,18.18,0,0,0,0,0.1531,0.0783,
6.25,6.25,0,6.25,0,0,0,6.25,0,12.5,6.25,6.25,12.5,6.25,0,6.25,6.25,6.25,12.5,0,0.0659,0.0651,
7.14,7.14,0,0,0,21.43,0,0,0,21.43,0,0,7.14,7.14,7.14,0,7.14,14.29,0,0,0.0619,0.0588,
12.5,12.5,18.75,6.25,12.5,0,0,0,0,0,0,6.25,6.25,0,6.25,6.25,6.25,6.25,0,0,0.0678,0.0836,
4.55,4.55,2.27,4.55,4.55,0,11.36,2.27,4.55,6.82,0,4.55,9.09,11.36,2.27,4.55,4.55,4.55,6.82,6.82,0.0662,0.0662,
12.12,0,3.03,3.03,3.03,0,3.03,3.03,3.03,3.03,6.06,9.09,3.03,6.06,6.06,15.15,3.03,3.03,9.09,6.06,0.0825,0.0972,
0,0,2.78,5.56,22.22,8.33,0,8.33,0,11.11,2.78,8.33,5.56,0,8.33,2.78,0,11.11,0,2.78,0.0716,0.0729,
0,2.94,2.94,5.88,2.94,2.94,2.94,2.94,11.76,8.82,5.88,0,0,11.76,8.82,5.88,2.94,11.76,2.94,5.88,0.0977,0.0997,
3.45,0,6.9,10.34,3.45,0,3.45,0,3.45,3.45,6.9,6.9,13.79,6.9,0,3.45,6.9,3.45,3.45,13.79,0.069,0.0763,
6.82,9.09,11.36,4.55,4.55,0,6.82,4.55,9.09,9.09,2.27,6.82,6.82,6.82,2.27,0,2.27,0,0,6.82,0.0644,0.0665,
13.64,0,0,0,2.27,9.09,2.27,0,11.36,6.82,2.27,0,2.27,4.55,27.27,4.55,6.82,4.55,0,2.27,0.1131,0.1212,
8.51,4.26,2.13,4.26,4.26,2.13,2.13,6.38,8.51,4.26,0,6.38,10.64,2.13,8.51,6.38,2.13,4.26,6.38,6.38,0.0923,0.0713,
3.45,20.69,3.45,3.45,3.45,17.24,0,3.45,0,3.45,0,6.9,10.34,0,3.45,0,10.34,6.9,3.45,0,0.0586,0.0571,
15.38,0,2.56,0,5.13,7.69,0,7.69,2.56,15.38,2.56,2.56,2.56,10.26,5.13,5.13,2.56,7.69,5.13,0,0.0782,0.0804,
11.76,11.76,0,0,0,23.53,11.76,0,5.88,5.88,0,5.88,5.88,11.76,0,5.88,0,0,0,0,0.0612,0.0529,
5.26,5.26,10.53,7.89,2.63,5.26,2.63,2.63,7.89,5.26,5.26,2.63,2.63,2.63,13.16,2.63,10.53,0,0,5.26,0.0877,0.1045,
2.44,4.88,2.44,2.44,7.32,4.88,7.32,7.32,12.2,0,0,12.2,9.76,2.44,4.88,2.44,4.88,2.44,7.32,2.44,0.0919,0.0768,
11.63,2.33,6.98,4.65,4.65,6.98,9.3,4.65,2.33,2.33,4.65,2.33,6.98,16.28,2.33,2.33,2.33,2.33,2.33,2.33,0.0686,0.0771,
2.27,6.82,2.27,4.55,2.27,6.82,0,9.09,4.55,2.27,6.82,6.82,11.36,6.82,4.55,4.55,0,11.36,4.55,2.27,0.0867,0.0679,
11.36,2.27,0,4.55,2.27,6.82,11.36,9.09,0,2.27,4.55,4.55,6.82,0,2.27,9.09,4.55,9.09,2.27,6.82,0.0593,0.0621,
24.39,0,0,2.44,0,7.32,2.44,2.44,17.07,2.44,2.44,0,7.32,4.88,12.2,7.32,7.32,0,0,0,0.081,0.1051,
0,0,11.76,0,5.88,0,17.65,5.88,5.88,0,5.88,17.65,5.88,0,5.88,0,5.88,5.88,0,5.88,0.0599,0.0816,
5.26,2.63,2.63,0,2.63,5.26,7.89,2.63,10.53,2.63,5.26,2.63,2.63,7.89,10.53,10.53,5.26,2.63,7.89,2.63,0.0891,0.107,
9.09,9.09,0,0,0,0,18.18,0,9.09,9.09,9.09,0,0,0,0,0,18.18,9.09,9.09,0,0.0577,0.0685,
6.12,8.16,4.08,6.12,0,0,8.16,0,18.37,4.08,6.12,10.2,4.08,0,8.16,0,8.16,4.08,0,4.08,0.0774,0.0634,
0,0,0,5,5,5,5,0,5,5,0,10,15,5,5,0,5,10,5,15,0.0991,0.0745,
0,0,0,8.33,0,0,0,8.33,8.33,0,0,8.33,8.33,8.33,8.33,0,8.33,16.67,16.67,0,0.0835,0.122,
7.14,7.14,0,0,14.29,14.29,0,0,0,7.14,0,7.14,0,0,0,0,21.43,14.29,0,7.14,0.0468,0.051,
8.11,2.7,0,2.7,2.7,16.22,0,8.11,0,21.62,2.7,2.7,5.41,2.7,5.41,2.7,2.7,8.11,2.7,2.7,0.0581,0.0728,
3.03,3.03,15.15,0,6.06,0,3.03,9.09,9.09,3.03,9.09,6.06,3.03,9.09,3.03,3.03,3.03,9.09,0,3.03,0.0913,0.0736,
4.08,0,2.04,8.16,2.04,10.2,0,8.16,14.29,10.2,8.16,6.12,4.08,2.04,6.12,4.08,8.16,0,0,2.04,0.0814,0.0823,
2.7,8.11,2.7,2.7,0,5.41,2.7,8.11,24.32,0,5.41,2.7,0,5.41,13.51,2.7,0,13.51,0,0,0.1006,0.1078,
0,3.57,3.57,3.57,14.29,3.57,7.14,0,7.14,3.57,10.71,3.57,0,0,7.14,0,7.14,10.71,7.14,7.14,0.0823,0.1072,
2.27,9.09,6.82,6.82,4.55,2.27,11.36,11.36,9.09,4.55,6.82,4.55,2.27,2.27,2.27,0,4.55,2.27,4.55,2.27,0.0776,0.0863,
8,2,4,4,4,12,6,10,0,14,4,4,10,2,0,4,4,4,2,2,0.0592,0.0474,
9.38,0,3.12,0,6.25,6.25,3.12,6.25,0,15.62,9.38,0,0,0,3.12,12.5,3.12,15.62,6.25,0,0.0833,0.0618,
2.7,8.11,2.7,0,0,5.41,2.7,10.81,18.92,0,5.41,0,2.7,8.11,16.22,5.41,0,10.81,0,0,0.1056,0.0968,
4.65,2.33,2.33,4.65,9.3,2.33,2.33,4.65,2.33,11.63,4.65,11.63,6.98,6.98,2.33,4.65,9.3,0,2.33,4.65,0.068,0.0757,
6.12,6.12,6.12,6.12,0,2.04,8.16,4.08,0,8.16,10.2,4.08,4.08,2.04,4.08,4.08,6.12,6.12,0,12.24,0.0706,0.0694,
0,10,10,10,0,0,10,10,10,0,0,10,10,0,0,10,0,10,0,0,0.0604,0.0729,
0,0,6.9,3.45,3.45,6.9,0,17.24,6.9,3.45,3.45,0,6.9,0,3.45,17.24,6.9,6.9,0,6.9,0.0817,0.0874,
10,10,5,0,5,10,0,0,0,5,10,5,0,5,10,5,5,10,0,5,0.0855,0.0798,
30,0,5,0,5,10,0,0,5,10,0,0,5,0,5,10,5,5,0,5,0.0839,0.0771,
2.17,2.17,8.7,6.52,4.35,6.52,4.35,4.35,6.52,2.17,4.35,8.7,4.35,6.52,6.52,8.7,4.35,0,4.35,4.35,0.0605,0.0755,
0,3.85,0,7.69,15.38,0,11.54,0,3.85,11.54,7.69,0,3.85,3.85,3.85,11.54,3.85,3.85,7.69,0,0.0653,0.0889,
8.33,8.33,12.5,16.67,4.17,4.17,4.17,4.17,0,8.33,0,4.17,4.17,4.17,8.33,0,0,4.17,0,4.17,0.0853,0.1049,
10,5,5,0,5,0,0,0,20,10,5,10,0,0,5,5,0,0,5,15,0.0916,0.0985,
10.2,0,2.04,8.16,0,8.16,2.04,2.04,16.33,4.08,4.08,14.29,4.08,8.16,4.08,4.08,2.04,4.08,0,2.04,0.0576,0.0708,
0,0,0,0,7.69,0,0,15.38,15.38,7.69,0,7.69,30.77,0,0,0,15.38,0,0,0,0.0688,0.0392,
2.08,2.08,4.17,2.08,2.08,0,2.08,25,12.5,10.42,4.17,10.42,0,0,2.08,10.42,0,2.08,0,8.33,0.0664,0.062,
0,0,14.81,14.81,7.41,3.7,0,3.7,3.7,0,3.7,3.7,7.41,3.7,0,7.41,7.41,0,14.81,3.7,0.0827,0.1143,
2.38,2.38,2.38,4.76,7.14,11.9,2.38,4.76,7.14,4.76,11.9,4.76,2.38,0,2.38,0,7.14,7.14,7.14,7.14,0.0866,0.078,
2.7,8.11,2.7,2.7,5.41,5.41,5.41,10.81,5.41,8.11,0,5.41,2.7,0,8.11,5.41,2.7,8.11,8.11,2.7,0.0815,0.0994,
2.7,8.11,0,2.7,0,5.41,2.7,5.41,16.22,0,8.11,2.7,0,5.41,18.92,8.11,2.7,10.81,0,0,0.1068,0.0934,
5.88,5.88,0,5.88,0,5.88,0,5.88,5.88,0,0,23.53,5.88,0,11.76,11.76,5.88,0,5.88,0,0.1124,0.0897,
3.12,6.25,0,3.12,9.38,9.38,3.12,0,0,9.38,3.12,12.5,6.25,0,6.25,12.5,6.25,3.12,3.12,3.12,0.0763,0.0851,
11.76,0,0,0,17.65,5.88,17.65,0,0,5.88,5.88,0,0,0,5.88,5.88,5.88,17.65,0,0,0.0769,0.0795,
13.89,0,5.56,0,13.89,2.78,0,8.33,0,16.67,5.56,0,8.33,2.78,0,8.33,2.78,8.33,0,2.78,0.046,0.0503,
2.27,0,2.27,4.55,11.36,2.27,9.09,6.82,11.36,9.09,0,4.55,6.82,6.82,2.27,4.55,2.27,2.27,4.55,6.82,0.0896,0.0715,
4.17,0,4.17,4.17,4.17,8.33,0,8.33,4.17,12.5,8.33,4.17,0,4.17,4.17,8.33,0,8.33,4.17,8.33,0.0846,0.0981,
9.76,2.44,0,2.44,14.63,7.32,4.88,9.76,0,2.44,2.44,0,2.44,2.44,4.88,9.76,7.32,9.76,2.44,4.88,0.0751,0.0886,
0,14.29,0,0,3.57,10.71,3.57,14.29,14.29,3.57,10.71,3.57,7.14,7.14,3.57,0,3.57,0,0,0,0.0698,0.0975,
7.14,0,7.14,0,7.14,0,3.57,3.57,10.71,7.14,3.57,7.14,0,3.57,7.14,10.71,7.14,7.14,0,7.14,0.0801,0.1009,
14.29,7.14,7.14,7.14,14.29,7.14,0,0,0,0,14.29,0,7.14,7.14,0,0,0,0,7.14,7.14,0.1096,0.0697,
2,2,4,0,4,12,8,8,0,8,6,6,6,4,6,2,4,6,8,4,0.0868,0.0985,
0,4.55,4.55,0,9.09,4.55,9.09,9.09,0,0,0,0,0,18.18,4.55,13.64,4.55,9.09,4.55,4.55,0.0823,0.0567,
0,0,10,0,0,0,0,0,0,10,0,10,30,0,10,20,10,0,0,0,0.048,0.0417,
6.25,0,0,6.25,15.62,3.12,0,15.62,6.25,12.5,3.12,0,3.12,0,6.25,0,9.38,9.38,0,3.12,0.0667,0.0902,
7.69,7.69,7.69,0,0,0,0,7.69,15.38,0,0,0,0,0,7.69,23.08,7.69,0,7.69,7.69,0.1084,0.1094,
9.09,0,9.09,0,0,18.18,0,0,27.27,0,0,18.18,0,0,0,9.09,0,0,9.09,0,0.1052,0.0901,
3.12,9.38,6.25,3.12,3.12,3.12,6.25,3.12,9.38,0,9.38,9.38,3.12,3.12,3.12,3.12,9.38,3.12,6.25,3.12,0.0753,0.0586,
0,0,0,21.43,0,21.43,7.14,0,0,0,21.43,7.14,0,0,0,21.43,0,0,0,0,0.0619,0.0609,
8.16,4.08,10.2,10.2,4.08,6.12,4.08,2.04,0,10.2,0,2.04,14.29,2.04,8.16,0,0,4.08,2.04,8.16,0.0786,0.1079,
11.76,0,0,0,5.88,11.76,11.76,0,5.88,0,0,5.88,0,5.88,5.88,5.88,11.76,0,11.76,5.88,0.0908,0.1178,
2.17,0,2.17,8.7,4.35,8.7,6.52,4.35,2.17,13.04,2.17,4.35,10.87,4.35,6.52,2.17,4.35,2.17,8.7,2.17,0.0896,0.0814,
20.59,2.94,0,2.94,2.94,2.94,2.94,8.82,0,11.76,2.94,0,0,2.94,5.88,8.82,2.94,17.65,0,2.94,0.0716,0.0684,
19.44,0,0,11.11,5.56,8.33,0,11.11,0,11.11,2.78,5.56,0,0,5.56,0,5.56,13.89,0,0,0.084,0.0699,
5.88,5.88,8.82,2.94,11.76,0,5.88,2.94,8.82,8.82,2.94,2.94,0,5.88,5.88,0,2.94,0,8.82,8.82,0.0905,0.0747,
0,6.67,0,13.33,0,6.67,0,20,6.67,0,0,6.67,6.67,0,0,0,20,6.67,0,6.67,0.0764,0.0684,
5.26,2.63,7.89,0,7.89,7.89,2.63,2.63,5.26,7.89,2.63,2.63,2.63,2.63,5.26,2.63,0,15.79,7.89,7.89,0.0972,0.1049,
5.41,8.11,5.41,5.41,5.41,10.81,5.41,5.41,2.7,0,8.11,5.41,2.7,2.7,10.81,5.41,0,5.41,2.7,2.7,0.0985,0.0967,
3.7,7.41,11.11,14.81,0,7.41,0,3.7,0,3.7,14.81,0,3.7,11.11,11.11,0,7.41,0,0,0,0.0927,0.0724,
10,10,10,0,0,0,0,10,20,0,0,10,0,0,10,10,0,0,10,0,0.0915,0.1438,
4.44,4.44,0,0,2.22,8.89,4.44,8.89,4.44,2.22,6.67,0,4.44,11.11,4.44,4.44,4.44,4.44,11.11,8.89,0.0954,0.0865,
5.56,11.11,2.78,8.33,2.78,2.78,5.56,2.78,2.78,5.56,2.78,2.78,8.33,5.56,2.78,2.78,8.33,8.33,5.56,2.78,0.0768,0.0747,
0,4.88,2.44,2.44,7.32,17.07,0,0,4.88,7.32,7.32,12.2,9.76,4.88,4.88,0,4.88,2.44,4.88,2.44,0.0799,0.0855,
0,8,0,12,0,4,8,4,8,8,8,8,0,0,0,4,4,12,8,4,0.079,0.0905,
16,0,12,0,4,6,2,4,4,16,2,0,8,2,0,6,10,4,4,0,0.0643,0.0664,
0,10,0,0,0,10,0,0,10,0,0,20,20,0,10,0,10,0,10,0,0.087,0.0623,
10.26,10.26,12.82,2.56,2.56,12.82,5.13,2.56,2.56,5.13,5.13,2.56,2.56,2.56,2.56,5.13,7.69,0,2.56,2.56,0.0563,0.0712,
0,0,0,0,0,7.14,14.29,0,7.14,7.14,14.29,0,0,14.29,0,14.29,7.14,7.14,0,7.14,0.0625,0.0771,
5.26,7.89,0,2.63,0,7.89,5.26,7.89,15.79,0,2.63,0,2.63,7.89,13.16,5.26,2.63,13.16,0,0,0.0951,0.0828,
8.11,0,2.7,2.7,2.7,16.22,8.11,2.7,10.81,8.11,10.81,0,0,5.41,0,0,0,10.81,0,10.81,0.0725,0.0902,
2,16,0,0,0,0,0,0,4,0,4,0,0,0,54,8,2,4,0,6,0.1039,0.0964,
5,0,5,5,0,5,5,5,5,5,5,0,10,10,10,0,10,10,5,0,0.0866,0.0941,
0,0,0,0,10,10,0,0,0,10,0,0,0,20,20,20,0,10,0,0,0.0891,0.1152,
4.55,0,0,2.27,2.27,6.82,4.55,0,18.18,9.09,4.55,2.27,2.27,2.27,22.73,6.82,4.55,4.55,0,2.27,0.0961,0.1161,
10.81,2.7,8.11,0,2.7,2.7,2.7,8.11,5.41,5.41,5.41,13.51,2.7,5.41,8.11,0,8.11,0,8.11,0,0.0963,0.0909,
10.53,0,5.26,0,5.26,15.79,0,15.79,0,5.26,5.26,5.26,10.53,0,5.26,0,15.79,0,0,0,0.0569,0.0419,
20,0,0,10,10,0,0,10,0,0,0,0,10,30,0,0,0,10,0,0,0.0634,0.0876,
4.65,0,4.65,6.98,2.33,6.98,4.65,2.33,9.3,6.98,9.3,2.33,2.33,6.98,2.33,4.65,2.33,13.95,0,6.98,0.0856,0.087,
8.16,4.08,4.08,4.08,6.12,10.2,2.04,4.08,10.2,4.08,0,8.16,8.16,4.08,10.2,0,4.08,6.12,0,2.04,0.098,0.0981,
0,0,10,0,10,0,10,0,10,20,0,0,0,0,0,20,20,0,0,0,0.079,0.0802,
14.29,2.04,2.04,2.04,6.12,0,6.12,10.2,0,10.2,2.04,4.08,4.08,4.08,8.16,2.04,4.08,6.12,6.12,6.12,0.0956,0.0948,
22.22,0,11.11,0,0,5.56,0,5.56,0,0,0,0,5.56,5.56,5.56,16.67,5.56,11.11,5.56,0,0.0798,0.0898,
8.33,2.08,2.08,8.33,2.08,6.25,0,2.08,4.17,4.17,4.17,0,2.08,2.08,14.58,14.58,4.17,12.5,2.08,4.17,0.1059,0.0983,
13.64,6.82,4.55,6.82,6.82,4.55,2.27,4.55,2.27,0,2.27,2.27,6.82,6.82,2.27,4.55,2.27,0,11.36,9.09,0.0953,0.0911,
3.23,0,6.45,6.45,6.45,3.23,9.68,3.23,12.9,3.23,3.23,0,3.23,3.23,3.23,6.45,6.45,3.23,12.9,3.23,0.0856,0.0776,
0,10,5,5,5,10,5,0,2.5,7.5,5,0,5,7.5,2.5,10,2.5,0,10,7.5,0.0781,0.0881,
2.7,0,5.41,0,5.41,5.41,2.7,24.32,5.41,13.51,2.7,8.11,2.7,0,0,13.51,5.41,2.7,0,0,0.0555,0.0469,
0,3.45,3.45,3.45,3.45,0,0,24.14,10.34,0,3.45,3.45,3.45,10.34,6.9,10.34,3.45,3.45,3.45,3.45,0.0902,0.1079,
8.33,0,2.78,5.56,5.56,2.78,0,13.89,5.56,16.67,2.78,8.33,2.78,0,0,5.56,5.56,11.11,0,2.78,0.0474,0.0389,
0,0,5.26,10.53,0,0,0,5.26,5.26,10.53,10.53,10.53,0,10.53,5.26,5.26,10.53,0,0,10.53,0.0645,0.0696,
0,20.69,3.45,3.45,3.45,13.79,0,6.9,0,3.45,0,3.45,10.34,0,3.45,3.45,20.69,0,0,3.45,0.0466,0.0456,
13.33,6.67,0,20,13.33,6.67,6.67,0,0,0,13.33,13.33,0,0,6.67,0,0,0,0,0,0.1164,0.0616,
6.82,4.55,0,2.27,4.55,6.82,0,2.27,22.73,4.55,4.55,2.27,2.27,6.82,9.09,6.82,0,13.64,0,0,0.0941,0.0951,
4.17,8.33,2.08,2.08,4.17,6.25,0,10.42,14.58,4.17,4.17,0,6.25,2.08,6.25,0,6.25,10.42,2.08,6.25,0.0991,0.1119,
2.27,9.09,2.27,4.55,9.09,6.82,6.82,9.09,2.27,2.27,4.55,6.82,2.27,4.55,6.82,4.55,2.27,2.27,4.55,6.82,0.0904,0.0886,
8.7,10.87,4.35,2.17,2.17,6.52,0,2.17,10.87,4.35,8.7,4.35,2.17,2.17,2.17,6.52,10.87,4.35,2.17,4.35,0.0765,0.0772,
9.09,2.27,0,0,2.27,6.82,4.55,6.82,11.36,2.27,4.55,4.55,2.27,2.27,25,6.82,2.27,4.55,0,2.27,0.1007,0.1148,
13.33,0,13.33,20,0,0,0,0,0,6.67,6.67,0,0,13.33,13.33,0,0,6.67,0,6.67,0.0911,0.0937,
4.26,0,0,0,4.26,4.26,2.13,6.38,10.64,8.51,4.26,4.26,2.13,2.13,23.4,10.64,8.51,2.13,0,2.13,0.1171,0.0982,
6.82,4.55,9.09,11.36,2.27,2.27,2.27,4.55,6.82,2.27,4.55,2.27,11.36,4.55,6.82,4.55,4.55,2.27,2.27,4.55,0.0753,0.0786,
5.26,2.63,0,0,0,10.53,5.26,5.26,7.89,0,15.79,0,10.53,5.26,2.63,2.63,5.26,0,13.16,7.89,0.0826,0.0955,
8.11,0,5.41,0,2.7,5.41,0,2.7,0,8.11,0,2.7,5.41,10.81,27.03,5.41,5.41,0,5.41,5.41,0.0795,0.0879,
5.88,11.76,5.88,2.94,5.88,2.94,2.94,2.94,5.88,5.88,8.82,8.82,2.94,2.94,2.94,2.94,2.94,8.82,5.88,0,0.0794,0.0867,
0,2.22,4.44,4.44,2.22,8.89,2.22,0,6.67,2.22,8.89,6.67,0,6.67,13.33,4.44,6.67,4.44,8.89,6.67,0.0989,0.1231,
0,0,0,0,13.33,0,0,33.33,0,13.33,3.33,10,3.33,6.67,0,13.33,3.33,0,0,0,0.0362,0.0429,
0,6.82,4.55,2.27,9.09,9.09,15.91,0,4.55,0,9.09,2.27,0,2.27,6.82,2.27,9.09,9.09,4.55,2.27,0.0954,0.0973,
15.56,0,0,0,4.44,6.67,2.22,0,11.11,6.67,4.44,4.44,2.22,2.22,24.44,8.89,4.44,2.22,0,0,0.1202,0.0971,
6,2,6,2,12,0,8,6,2,8,0,12,4,0,8,6,8,4,4,2,0.0909,0.0903,
0,0,18.18,0,0,9.09,9.09,0,0,9.09,9.09,0,9.09,0,0,9.09,18.18,0,0,9.09,0.0684,0.0499,
9.09,27.27,9.09,0,9.09,0,9.09,0,0,9.09,0,18.18,0,0,0,0,0,0,9.09,0,0.0717,0.0635,
13.04,6.52,2.17,2.17,6.52,2.17,8.7,8.7,4.35,0,6.52,4.35,0,2.17,6.52,4.35,10.87,0,6.52,4.35,0.0836,0.0872,
4,6,6,10,6,4,6,2,6,8,4,2,2,8,6,8,6,0,6,0,0.0925,0.0825,
9.09,0,9.09,9.09,0,0,9.09,9.09,0,0,9.09,9.09,0,0,0,0,18.18,9.09,9.09,0,0.0956,0.0716,
5.26,0,0,2.63,7.89,2.63,0,5.26,5.26,18.42,2.63,10.53,5.26,2.63,2.63,10.53,2.63,7.89,2.63,5.26,0.062,0.065,
4.08,6.12,4.08,6.12,4.08,6.12,4.08,4.08,6.12,2.04,0,0,10.2,8.16,4.08,10.2,2.04,8.16,8.16,2.04,0.0854,0.0859,
6.25,4.17,16.67,0,0,4.17,4.17,10.42,2.08,6.25,6.25,8.33,2.08,4.17,8.33,6.25,2.08,2.08,4.17,2.08,0.0853,0.1021,
0,0,12,8,8,0,0,12,8,8,8,16,0,0,0,8,4,4,4,0,0.0913,0.0636,
0,3.7,0,7.41,7.41,11.11,0,7.41,3.7,3.7,7.41,3.7,3.7,0,18.52,7.41,3.7,3.7,3.7,3.7,0.1209,0.1221,
0,5.56,5.56,2.78,13.89,8.33,0,5.56,2.78,2.78,11.11,5.56,5.56,5.56,0,8.33,0,2.78,5.56,8.33,0.0691,0.076,
0,0,8.33,8.33,0,0,0,0,0,0,8.33,8.33,8.33,16.67,0,8.33,0,0,25,8.33,0.0701,0.1119,
20,0,10,0,0,0,0,0,10,10,10,0,20,0,0,0,10,10,0,0,0.0575,0.0608,
5.88,0,8.82,11.76,8.82,0,5.88,8.82,5.88,8.82,2.94,2.94,0,5.88,5.88,2.94,2.94,8.82,2.94,0,0.098,0.0683,
2.94,8.82,0,5.88,2.94,5.88,8.82,5.88,5.88,8.82,0,2.94,2.94,2.94,8.82,8.82,8.82,2.94,0,5.88,0.0779,0.0853,
2.5,0,7.5,15,2.5,2.5,7.5,10,0,2.5,5,7.5,2.5,5,2.5,7.5,7.5,2.5,7.5,2.5,0.0814,0.0712,
0,8.11,8.11,5.41,2.7,5.41,0,2.7,5.41,0,10.81,8.11,5.41,2.7,5.41,2.7,10.81,2.7,8.11,5.41,0.0692,0.0859,
0,8.33,0,2.78,13.89,2.78,2.78,0,8.33,8.33,5.56,5.56,8.33,11.11,2.78,2.78,5.56,2.78,0,8.33,0.0571,0.072,
13.33,0,6.67,20,0,0,6.67,6.67,0,0,0,6.67,6.67,13.33,0,6.67,13.33,0,0,0,0.037,0.0565,
6.67,6.67,6.67,6.67,0,0,0,0,6.67,0,0,0,6.67,0,6.67,0,20,13.33,6.67,13.33,0.0904,0.0914,
8.33,0,0,8.33,0,8.33,0,8.33,8.33,0,0,0,0,8.33,0,16.67,8.33,25,0,0,0.0488,0.0666,
