PAAC2_A,PAAC2_C,PAAC2_D,PAAC2_E,PAAC2_F,PAAC2_G,PAAC2_H,PAAC2_I,PAAC2_K,PAAC2_L,PAAC2_M,PAAC2_N,PAAC2_P,PAAC2_Q,PAAC2_R,PAAC2_S,PAAC2_T,PAAC2_V,PAAC2_W,PAAC2_Y,PAAC2_lam1,PAAC2_lam2,Target
2.38,7.14,4.76,9.52,2.38,2.38,4.76,2.38,4.76,4.76,7.14,4.76,4.76,2.38,7.14,7.14,2.38,4.76,4.76,9.52,0.0812,0.0925,0
3.12,3.12,0,0,3.12,12.5,6.25,0,3.12,9.38,3.12,6.25,0,3.12,6.25,6.25,6.25,6.25,9.38,12.5,0.1073,0.0953,0
10.64,0,6.38,4.26,4.26,6.38,8.51,4.26,8.51,0,4.26,8.51,8.51,6.38,10.64,4.26,4.26,0,0,0,0.0965,0.0683,0
3.23,19.35,0,3.23,0,9.68,0,9.68,12.9,3.23,0,3.23,6.45,0,0,9.68,6.45,6.45,0,6.45,0.0501,0.0567,0
8.11,0,8.11,8.11,8.11,8.11,5.41,0,0,8.11,8.11,2.7,0,0,0,10.81,13.51,5.41,0,5.41,0.0532,0.0612,0
6.25,0,6.25,0,6.25,6.25,0,6.25,18.75,6.25,6.25,0,12.5,6.25,6.25,0,0,0,6.25,6.25,0.1004,0.1119,0
0,25,6.25,0,6.25,6.25,0,0,6.25,6.25,12.5,0,0,6.25,12.5,0,0,12.5,0,0,0.1083,0.088,0
14.58,10.42,8.33,2.08,2.08,6.25,2.08,0,4.17,6.25,2.08,2.08,4.17,6.25,6.25,6.25,6.25,2.08,2.08,6.25,0.0875,0.078,0
6.12,2.04,8.16,8.16,8.16,4.08,6.12,2.04,10.2,4.08,4.08,0,6.12,4.08,4.08,4.08,6.12,4.08,2.04,6.12,0.0897,0.0964,0
6.06,6.06,3.03,6.06,3.03,0,3.03,0,0,6.06,6.06,6.06,3.03,3.03,9.09,6.06,9.09,15.15,0,9.09,0.0857,0.0823,0
2.27,6.82,4.55,0,6.82,2.27,6.82,6.82,2.27,6.82,0,2.27,4.55,6.82,6.82,9.09,2.27,4.55,6.82,11.36,0.1008,0.0797,0
0,0,10,0,10,0,10,0,0,20,10,10,0,0,0,20,0,0,10,0,0.0362,0.077,0
0,8.11,2.7,0,0,5.41,5.41,13.51,13.51,0,2.7,2.7,5.41,8.11,16.22,2.7,2.7,10.81,0,0,0.1014,0.1089,0
6.98,4.65,9.3,2.33,4.65,2.33,4.65,2.33,6.98,4.65,4.65,4.65,4.65,9.3,6.98,4.65,4.65,4.65,4.65,2.33,0.0937,0.0683,0
0,0,0,0,0,0,0,9.09,18.18,18.18,0,9.09,9.09,9.09,0,18.18,0,0,9.09,0,0.0896,0.0811,0
2.44,2.44,0,0,7.32,0,2.44,14.63,29.27,2.44,2.44,4.88,2.44,4.88,4.88,9.76,0,4.88,2.44,2.44,0.0927,0.1012,0
0,0,0,28.57,0,7.14,7.14,0,14.29,7.14,7.14,7.14,7.14,0,0,14.29,0,0,0,0,0.0514,0.0829,0
13.64,13.64,0,0,0,0,13.64,4.55,0,0,9.09,13.64,4.55,9.09,9.09,0,0,4.55,0,4.55,0.0737,0.0705,0
9.09,0,18.18,0,9.09,0,9.09,0,0,9.09,0,0,0,0,18.18,9.09,9.09,0,0,9.09,0.1122,0.0689,0
6.25,8.33,6.25,8.33,4.17,6.25,2.08,4.17,0,8.33,8.33,2.08,0,4.17,6.25,4.17,6.25,4.17,10.42,0,0.0985,0.0908,0
2.27,0,0,2.27,4.55,6.82,2.27,2.27,20.45,4.55,6.82,2.27,2.27,9.09,20.45,4.55,6.82,0,0,2.27,0.0779,0.0893,0
2.7,8.11,0,2.7,0,5.41,2.7,16.22,10.81,2.7,2.7,2.7,2.7,5.41,24.32,5.41,0,5.41,0,0,0.1168,0.104,0
0,0,0,9.09,0,9.09,0,0,36.36,9.09,0,0,9.09,0,9.09,9.09,0,9.09,0,0,0.1061,0.1042,0
7.5,2.5,12.5,5,2.5,7.5,2.5,2.5,0,5,2.5,0,2.5,2.5,10,10,7.5,17.5,0,0,0.0874,0.1099,0
2.7,8.11,2.7,2.7,0,5.41,5.41,8.11,18.92,0,2.7,2.7,0,5.41,13.51,5.41,0,16.22,0,0,0.1014,0.1095,0
4.55,9.09,9.09,0,6.82,6.82,4.55,9.09,0,6.82,4.55,4.55,9.09,4.55,4.55,0,4.55,2.27,2.27,6.82,0.0841,0.0617,0
0,8.11,0,2.7,0,5.41,2.7,8.11,18.92,2.7,2.7,2.7,8.11,5.41,16.22,2.7,0,13.51,0,0,0.1031,0.1079,0
7.14,14.29,7.14,0,0,0,0,0,0,0,21.43,0,0,0,7.14,14.29,7.14,7.14,7.14,7.14,0.0846,0.0607,0
5,0,2.5,0,5,22.5,0,17.5,0,12.5,2.5,0,2.5,0,2.5,10,7.5,2.5,2.5,5,0.0646,0.0658,0
0,0,0,0,18.18,9.09,9.09,0,9.09,9.09,9.09,0,18.18,9.09,9.09,0,0,0,0,0,0.0848,0.0669,0
14.29,0,0,0,7.14,0,7.14,7.14,7.14,0,0,14.29,14.29,0,0,14.29,7.14,7.14,0,0,0.0643,0.0429,0
4.88,4.88,7.32,2.44,4.88,2.44,0,4.88,7.32,2.44,9.76,4.88,12.2,4.88,9.76,4.88,0,7.32,2.44,2.44,0.0947,0.0905,0
0,2.63,10.53,2.63,0,0,10.53,5.26,5.26,5.26,2.63,5.26,10.53,13.16,0,5.26,10.53,2.63,5.26,2.63,0.0533,0.0556,0
2.08,18.75,0,0,0,0,0,2.08,0,0,2.08,0,0,0,58.33,4.17,2.08,4.17,0,6.25,0.103,0.104,0
6.06,0,0,3.03,3.03,6.06,0,24.24,3.03,21.21,3.03,6.06,3.03,6.06,0,6.06,3.03,6.06,0,0,0.0514,0.0485,0
2.5,2.5,5,5,7.5,7.5,7.5,10,2.5,0,0,2.5,15,2.5,0,7.5,0,7.5,2.5,12.5,0.073,0.0803,0
0,0,5,5,5,5,5,10,0,5,15,10,10,0,10,0,10,0,5,0,0.0818,0.0944,0
12.5,0,2.5,0,7.5,5,2.5,7.5,7.5,12.5,2.5,7.5,2.5,2.5,0,5,5,12.5,0,5,0.0608,0.0476,0
0,0,8.33,8.33,0,16.67,8.33,8.33,8.33,0,8.33,0,0,0,16.67,8.33,0,8.33,0,0,0.0925,0.1245,0
5,7.5,2.5,0,0,7.5,2.5,5,15,0,5,5,0,5,20,5,0,15,0,0,0.111,0.1108,0
6.38,6.38,0,2.13,4.26,10.64,6.38,6.38,4.26,8.51,8.51,4.26,4.26,4.26,4.26,4.26,4.26,0,4.26,6.38,0.0898,0.0682,0
2.63,7.89,2.63,0,0,5.26,2.63,10.53,15.79,0,5.26,2.63,2.63,5.26,15.79,7.89,0,13.16,0,0,0.0947,0.1148,0
9.09,0,0,0,2.27,9.09,2.27,2.27,11.36,4.55,4.55,2.27,2.27,2.27,27.27,2.27,9.09,6.82,0,2.27,0.1234,0.1024,0
2.27,2.27,9.09,2.27,4.55,4.55,6.82,0,4.55,6.82,9.09,4.55,9.09,2.27,4.55,4.55,9.09,2.27,6.82,4.55,0.0736,0.0846,0
2.38,0,0,4.76,9.52,0,7.14,11.9,0,2.38,7.14,4.76,2.38,4.76,7.14,9.52,2.38,4.76,7.14,11.9,0.0955,0.066,0
2.27,2.27,2.27,9.09,2.27,6.82,2.27,2.27,0,2.27,11.36,2.27,0,2.27,6.82,11.36,6.82,9.09,9.09,9.09,0.1055,0.1006,0
4.55,6.82,2.27,6.82,6.82,2.27,9.09,6.82,4.55,0,6.82,11.36,4.55,2.27,2.27,4.55,6.82,2.27,6.82,2.27,0.0703,0.0783,0
5,0,2.5,0,2.5,7.5,2.5,2.5,20,5,2.5,5,5,5,15,5,0,12.5,0,2.5,0.1105,0.1056,0
2.22,0,0,2.22,2.22,8.89,4.44,4.44,11.11,4.44,4.44,2.22,2.22,4.44,26.67,8.89,6.67,2.22,0,2.22,0.0858,0.1226,0
0,2.27,6.82,6.82,2.27,6.82,9.09,0,2.27,0,0,2.27,6.82,6.82,11.36,4.55,6.82,2.27,15.91,6.82,0.1031,0.1078,0
7.69,0,11.54,0,3.85,0,3.85,3.85,15.38,7.69,3.85,3.85,0,3.85,11.54,3.85,0,11.54,0,7.69,0.1132,0.1218,0
0,0,0,0,0,20,20,0,0,0,0,0,10,10,0,10,0,0,20,10,0.0954,0.1123,0
2.7,8.11,0,2.7,0,5.41,5.41,5.41,16.22,0,8.11,2.7,2.7,5.41,16.22,5.41,0,13.51,0,0,0.1061,0.0966,0
11.76,0,2.94,2.94,8.82,0,0,14.71,5.88,14.71,2.94,5.88,2.94,0,0,2.94,8.82,11.76,0,2.94,0.0501,0.0477,0
8.16,6.12,8.16,8.16,8.16,2.04,0,4.08,6.12,2.04,6.12,2.04,6.12,0,2.04,10.2,6.12,2.04,6.12,6.12,0.1016,0.077,0
8.33,8.33,4.17,4.17,12.5,0,4.17,0,0,8.33,12.5,4.17,8.33,12.5,0,4.17,0,4.17,4.17,0,0.0576,0.0679,0
2.5,0,2.5,0,5,17.5,0,15,0,15,5,0,2.5,0,2.5,12.5,10,2.5,2.5,5,0.0617,0.0692,0
0,0,7.89,2.63,7.89,7.89,2.63,7.89,2.63,2.63,10.53,0,5.26,7.89,0,7.89,7.89,13.16,0,5.26,0.0631,0.0714,0
2.63,5.26,10.53,13.16,5.26,5.26,2.63,2.63,2.63,2.63,5.26,5.26,5.26,2.63,0,5.26,5.26,5.26,7.89,5.26,0.0789,0.0901,0
4.55,6.82,9.09,4.55,4.55,4.55,6.82,9.09,2.27,2.27,11.36,0,2.27,0,9.09,6.82,6.82,6.82,2.27,0,0.0955,0.0929,0
8.51,6.38,4.26,0,10.64,2.13,0,6.38,4.26,10.64,6.38,4.26,2.13,8.51,2.13,2.13,0,14.89,6.38,0,0.0708,0.068,0
8.16,4.08,2.04,4.08,6.12,4.08,4.08,0,4.08,0,8.16,2.04,8.16,10.2,2.04,4.08,14.29,2.04,6.12,6.12,0.082,0.0628,0
6.52,2.17,8.7,6.52,2.17,4.35,6.52,6.52,2.17,6.52,8.7,8.7,0,4.35,6.52,8.7,0,4.35,2.17,4.35,0.0797,0.0808,0
9.09,9.09,0,13.64,0,4.55,2.27,11.36,2.27,0,6.82,2.27,11.36,11.36,0,2.27,0,4.55,6.82,2.27,0.071,0.078,0
5,5,5,2.5,7.5,5,5,5,7.5,2.5,2.5,10,5,5,2.5,2.5,5,7.5,5,5,0.0677,0.0804,0
6.38,6.38,0,2.13,4.26,6.38,2.13,6.38,4.26,8.51,2.13,8.51,2.13,6.38,4.26,14.89,2.13,10.64,0,2.13,0.061,0.0575,0
5,2.5,5,10,5,5,10,0,5,10,10,5,0,0,5,5,5,5,2.5,5,0.0818,0.1014,0
8.7,8.7,13.04,8.7,8.7,8.7,4.35,4.35,0,4.35,4.35,0,0,0,0,0,13.04,0,4.35,8.7,0.0833,0.0846,0
7.69,0,15.38,0,23.08,0,0,7.69,0,0,0,7.69,7.69,0,7.69,23.08,0,0,0,0,0.0999,0.1129,0
5.56,0,2.78,8.33,5.56,5.56,5.56,2.78,11.11,8.33,0,5.56,0,8.33,5.56,5.56,8.33,2.78,2.78,5.56,0.0815,0.0986,0
3.23,3.23,9.68,6.45,0,3.23,3.23,12.9,3.23,3.23,6.45,3.23,6.45,3.23,0,3.23,9.68,9.68,3.23,6.45,0.0765,0.0724,0
6.82,0,0,0,2.27,6.82,4.55,2.27,13.64,4.55,4.55,2.27,2.27,4.55,27.27,6.82,4.55,4.55,0,2.27,0.099,0.1205,0
0,0,5.56,2.78,16.67,8.33,0,5.56,2.78,13.89,2.78,5.56,5.56,0,5.56,5.56,5.56,11.11,0,2.78,0.0671,0.0675,0
5.26,7.89,2.63,2.63,0,5.26,2.63,10.53,13.16,2.63,2.63,2.63,2.63,5.26,18.42,5.26,0,10.53,0,0,0.1082,0.1118,0
2.7,5.41,8.11,10.81,5.41,8.11,2.7,0,8.11,10.81,2.7,0,5.41,5.41,2.7,5.41,5.41,5.41,2.7,2.7,0.0648,0.0812,0
5.88,8.82,8.82,5.88,2.94,2.94,5.88,11.76,8.82,0,8.82,2.94,2.94,0,2.94,8.82,0,2.94,5.88,2.94,0.0992,0.0585,0
11.11,2.78,11.11,0,2.78,2.78,11.11,8.33,8.33,11.11,0,8.33,2.78,0,2.78,2.78,5.56,0,2.78,5.56,0.0798,0.0848,0
7.14,0,4.76,2.38,11.9,4.76,0,7.14,2.38,23.81,2.38,2.38,7.14,2.38,2.38,4.76,4.76,4.76,2.38,2.38,0.0656,0.0768,0
5.41,0,0,2.7,0,13.51,0,8.11,0,27.03,2.7,2.7,5.41,8.11,2.7,5.41,2.7,8.11,0,5.41,0.0553,0.0598,0
7.5,0,0,7.5,0,2.5,2.5,0,7.5,10,0,10,7.5,7.5,2.5,0,12.5,5,12.5,5,0.0851,0.0949,0
12.5,6.25,6.25,3.12,0,0,6.25,6.25,3.12,3.12,9.38,6.25,3.12,6.25,0,3.12,6.25,12.5,6.25,0,0.0598,0.0561,0
7.69,0,0,0,0,0,7.69,7.69,7.69,15.38,0,7.69,0,7.69,15.38,0,0,15.38,0,7.69,0.097,0.1051,0
12.12,6.06,6.06,0,0,6.06,0,18.18,15.15,15.15,0,3.03,0,12.12,3.03,3.03,0,0,0,0,0.0829,0.1008,0
5.13,0,2.56,0,5.13,5.13,2.56,2.56,5.13,12.82,10.26,2.56,2.56,10.26,0,10.26,5.13,5.13,7.69,5.13,0.0615,0.0645,0
2.7,0,13.51,2.7,2.7,5.41,2.7,2.7,8.11,10.81,8.11,0,2.7,8.11,0,10.81,5.41,8.11,0,5.41,0.0707,0.058,0
8.16,6.12,6.12,4.08,4.08,2.04,4.08,6.12,2.04,6.12,6.12,2.04,2.04,8.16,4.08,10.2,0,10.2,2.04,6.12,0.0787,0.0818,0
0,8.11,2.7,2.7,0,5.41,5.41,10.81,18.92,2.7,5.41,2.7,2.7,5.41,13.51,2.7,0,10.81,0,0,0.1028,0.1023,0
7.69,0,2.56,10.26,0,10.26,5.13,0,10.26,7.69,7.69,2.56,12.82,2.56,2.56,5.13,2.56,0,5.13,5.13,0.0901,0.085,0
0,0,10.53,10.53,0,5.26,0,5.26,5.26,21.05,0,0,0,0,10.53,10.53,0,10.53,0,10.53,0.1198,0.115,0
0,0,0,0,0,0,7.14,7.14,14.29,0,0,0,7.14,7.14,21.43,7.14,21.43,0,7.14,0,0.1431,0.0737,0
0,0,0,0,7.14,14.29,0,7.14,14.29,42.86,0,0,7.14,0,0,0,0,7.14,0,0,0.0725,0.0939,0
0,0,4.55,4.55,4.55,9.09,4.55,9.09,9.09,4.55,0,13.64,4.55,4.55,4.55,4.55,4.55,0,4.55,9.09,0.096,0.092,0
4.35,4.35,2.17,0,2.17,4.35,2.17,4.35,17.39,6.52,2.17,2.17,4.35,4.35,15.22,8.7,4.35,8.7,0,2.17,0.0978,0.08,0
3.33,20,0,3.33,3.33,13.33,0,13.33,6.67,0,0,3.33,6.67,0,3.33,10,3.33,6.67,0,3.33,0.06,0.0521,0
8.11,0,2.7,2.7,2.7,10.81,0,8.11,0,18.92,2.7,2.7,2.7,5.41,5.41,2.7,5.41,13.51,0,5.41,0.0632,0.0655,0
5.56,0,5.56,0,5.56,5.56,5.56,11.11,5.56,5.56,0,11.11,0,16.67,5.56,5.56,0,11.11,0,0,0.069,0.0728,0
9.09,0,0,0,2.27,6.82,4.55,0,13.64,4.55,4.55,2.27,2.27,2.27,22.73,6.82,11.36,4.55,0,2.27,0.0977,0.1105,0
23.08,0,15.38,0,7.69,7.69,0,0,0,7.69,0,0,0,0,7.69,15.38,0,7.69,7.69,0,0.0927,0.0985,0
3.45,10.34,0,3.45,10.34,3.45,6.9,6.9,3.45,0,0,3.45,6.9,3.45,6.9,6.9,10.34,3.45,3.45,6.9,0.0724,0.0921,0
13.33,0,2.22,4.44,11.11,2.22,0,2.22,2.22,20,4.44,2.22,8.89,2.22,2.22,2.22,0,15.56,2.22,2.22,0.0705,0.0653,0
7.5,0,0,0,2.5,7.5,0,5,12.5,7.5,5,7.5,5,5,17.5,5,2.5,10,0,0,0.1084,0.096,0
5,0,0,0,5,20,0,15,0,12.5,2.5,2.5,2.5,0,2.5,10,7.5,7.5,2.5,5,0.062,0.0646,0
6.12,4.08,8.16,2.04,4.08,4.08,6.12,2.04,2.04,6.12,6.12,4.08,6.12,4.08,4.08,4.08,6.12,6.12,6.12,8.16,0.0884,0.0874,0
3.03,15.15,0,3.03,3.03,6.06,3.03,0,6.06,12.12,6.06,3.03,15.15,0,6.06,0,9.09,3.03,3.03,3.03,0.0593,0.0764,0
5,7.5,2.5,7.5,2.5,5,2.5,2.5,5,7.5,0,0,10,10,0,5,2.5,7.5,7.5,10,0.0863,0.0754,0
2.63,7.89,2.63,2.63,0,5.26,5.26,10.53,18.42,0,5.26,2.63,2.63,5.26,13.16,5.26,0,10.53,0,0,0.1008,0.1048,0
4,2,4,2,8,14,10,2,8,2,4,8,6,2,6,2,8,4,2,2,0.0703,0.0901,0
9.09,18.18,0,18.18,9.09,0,0,0,9.09,0,9.09,0,0,9.09,0,18.18,0,0,0,0,0.0831,0.0821,0
4.26,2.13,10.64,4.26,2.13,2.13,2.13,6.38,8.51,2.13,4.26,4.26,12.77,6.38,6.38,0,6.38,8.51,6.38,0,0.0768,0.0839,0
12.5,0,7.5,7.5,2.5,5,5,7.5,0,2.5,7.5,2.5,2.5,2.5,5,10,10,5,2.5,2.5,0.0745,0.0752,0
9.09,3.03,0,0,3.03,6.06,3.03,0,3.03,9.09,9.09,3.03,12.12,12.12,3.03,15.15,3.03,6.06,0,0,0.046,0.0501,0
9.3,2.33,4.65,0,9.3,2.33,2.33,9.3,0,20.93,2.33,0,2.33,6.98,9.3,4.65,0,9.3,2.33,2.33,0.0733,0.0892,0
6.12,0,0,0,4.08,8.16,2.04,4.08,12.24,4.08,4.08,4.08,2.04,2.04,24.49,6.12,10.2,6.12,0,0,0.1113,0.0925,0
0,0,4.17,0,0,0,8.33,8.33,0,12.5,16.67,4.17,4.17,4.17,0,8.33,12.5,0,8.33,8.33,0.057,0.0713,0
15.15,0,3.03,0,6.06,9.09,0,6.06,0,21.21,3.03,0,3.03,3.03,6.06,6.06,3.03,15.15,0,0,0.0551,0.0729,0
0,8.33,8.33,0,0,0,25,16.67,8.33,16.67,0,0,0,0,0,0,0,0,16.67,0,0.0995,0.0902,0
4.35,8.7,4.35,2.17,10.87,4.35,6.52,2.17,13.04,4.35,4.35,4.35,0,2.17,4.35,2.17,4.35,6.52,4.35,6.52,0.0862,0.0864,0
6.45,6.45,6.45,0,6.45,6.45,6.45,6.45,0,6.45,9.68,6.45,3.23,3.23,0,0,3.23,6.45,6.45,9.68,0.0597,0.0532,0
8.11,0,2.7,0,0,2.7,0,8.11,8.11,0,5.41,16.22,10.81,5.41,8.11,2.7,5.41,0,8.11,8.11,0.1035,0.0832,0
3.45,3.45,20.69,0,0,3.45,3.45,3.45,3.45,0,3.45,6.9,0,6.9,6.9,17.24,3.45,3.45,0,10.34,0.0823,0.0683,0
11.11,2.78,0,11.11,5.56,0,5.56,11.11,8.33,8.33,5.56,5.56,8.33,0,8.33,0,2.78,0,2.78,2.78,0.0941,0.1004,0
0,8.11,2.7,2.7,0,5.41,2.7,8.11,13.51,0,2.7,8.11,5.41,5.41,16.22,2.7,0,16.22,0,0,0.1106,0.1025,0
0,0,0,0,16.67,8.33,0,8.33,16.67,0,0,8.33,16.67,0,0,8.33,8.33,0,0,8.33,0.064,0.0905,0
0,0,0,10,0,10,0,0,0,10,10,30,10,10,0,0,0,10,0,0,0.0479,0.045,0
2.63,0,0,2.63,7.89,2.63,0,5.26,2.63,18.42,2.63,13.16,5.26,2.63,2.63,7.89,7.89,7.89,2.63,5.26,0.0546,0.0616,0
13.16,13.16,5.26,0,2.63,0,5.26,0,2.63,2.63,7.89,7.89,5.26,2.63,2.63,5.26,7.89,7.89,5.26,2.63,0.0638,0.0767,0
3.57,7.14,7.14,3.57,10.71,0,0,0,3.57,0,14.29,7.14,3.57,0,3.57,10.71,3.57,7.14,10.71,3.57,0.1013,0.0833,0
5.13,5.13,5.13,12.82,10.26,7.69,12.82,5.13,2.56,7.69,2.56,5.13,5.13,0,2.56,2.56,0,5.13,2.56,0,0.0909,0.0636,0
0,6.67,13.33,0,0,6.67,6.67,0,0,0,13.33,6.67,13.33,6.67,0,6.67,0,13.33,0,6.67,0.053,0.0555,0
8.11,0,0,0,10.81,2.7,2.7,8.11,5.41,16.22,5.41,2.7,8.11,2.7,0,5.41,10.81,10.81,0,0,0.0428,0.047,0
0,9.09,0,12.12,6.06,12.12,3.03,3.03,3.03,0,9.09,9.09,12.12,0,3.03,3.03,6.06,6.06,3.03,0,0.0701,0.0789,0
0,13.51,2.7,10.81,10.81,10.81,0,5.41,5.41,10.81,5.41,8.11,2.7,0,0,5.41,2.7,0,0,5.41,0.073,0.0825,0
5.26,7.89,2.63,2.63,0,5.26,2.63,7.89,18.42,2.63,2.63,2.63,2.63,5.26,13.16,5.26,0,13.16,0,0,0.1025,0.105,0
3.33,0,3.33,13.33,6.67,6.67,3.33,3.33,10,3.33,16.67,3.33,6.67,6.67,3.33,6.67,0,0,0,3.33,0.0836,0.0704,0
14.71,0,0,5.88,5.88,2.94,0,11.76,2.94,17.65,2.94,2.94,2.94,0,0,5.88,8.82,11.76,0,2.94,0.0466,0.0373,0
5.26,10.53,2.63,5.26,0,0,7.89,2.63,5.26,7.89,2.63,7.89,10.53,10.53,2.63,7.89,0,0,5.26,5.26,0.0723,0.0726,0
0,0,0,7.14,0,0,7.14,7.14,7.14,0,7.14,7.14,21.43,0,0,14.29,7.14,7.14,0,7.14,0.0541,0.0475,0
4.17,4.17,4.17,4.17,8.33,4.17,6.25,6.25,8.33,4.17,0,6.25,2.08,2.08,8.33,10.42,4.17,6.25,2.08,4.17,0.0863,0.0932,0
12,12,0,0,4,8,0,4,4,0,8,0,0,0,16,4,16,0,4,8,0.0998,0.1082,0
8.11,0,2.7,5.41,5.41,16.22,0,0,2.7,21.62,2.7,2.7,5.41,5.41,2.7,0,2.7,8.11,0,8.11,0.0615,0.0791,0
0,9.09,0,0,9.09,0,9.09,18.18,0,9.09,0,0,9.09,9.09,0,0,9.09,0,9.09,9.09,0.0368,0.0623,0
8.7,6.52,0,2.17,10.87,2.17,2.17,6.52,6.52,6.52,4.35,0,6.52,2.17,8.7,8.7,6.52,2.17,6.52,2.17,0.0987,0.1002,0
2.7,5.41,5.41,0,8.11,5.41,8.11,2.7,2.7,0,2.7,8.11,5.41,10.81,2.7,2.7,13.51,0,10.81,2.7,0.0578,0.0916,0
10,17.5,5,2.5,2.5,2.5,2.5,7.5,2.5,2.5,7.5,0,2.5,2.5,5,5,5,7.5,2.5,7.5,0.0801,0.0807,0
15.62,0,6.25,0,3.12,3.12,0,6.25,0,18.75,3.12,0,0,3.12,3.12,12.5,6.25,12.5,0,6.25,0.0651,0.0691,0
11.76,0,2.94,0,2.94,2.94,2.94,8.82,5.88,20.59,2.94,5.88,2.94,2.94,0,2.94,5.88,11.76,5.88,0,0.0488,0.0519,0
4,4,12,2,6,6,4,10,0,2,2,4,2,16,4,4,2,8,4,4,0.0838,0.0775,0
9.09,9.09,9.09,9.09,0,0,0,0,0,9.09,0,0,9.09,9.09,9.09,9.09,0,0,9.09,9.09,0.1318,0.1115,0
3.45,3.45,0,6.9,6.9,0,6.9,3.45,0,10.34,10.34,6.9,10.34,3.45,3.45,3.45,6.9,3.45,3.45,6.9,0.0672,0.0606,0
8.33,0,8.33,0,4.17,4.17,4.17,0,0,12.5,4.17,8.33,4.17,4.17,8.33,12.5,4.17,4.17,4.17,4.17,0.0908,0.1073,0
9.09,4.55,6.82,2.27,4.55,4.55,2.27,6.82,2.27,2.27,6.82,4.55,0,11.36,6.82,9.09,4.55,4.55,6.82,0,0.0848,0.0834,0
5.26,0,0,2.63,10.53,2.63,0,2.63,2.63,18.42,2.63,13.16,5.26,5.26,2.63,7.89,2.63,7.89,2.63,5.26,0.056,0.0629,0
6.98,0,4.65,6.98,9.3,9.3,2.33,2.33,0,13.95,2.33,0,4.65,6.98,2.33,6.98,11.63,4.65,0,4.65,0.0672,0.0703,0
2.04,8.16,2.04,6.12,2.04,0,6.12,2.04,20.41,4.08,6.12,10.2,2.04,4.08,6.12,2.04,12.24,2.04,0,2.04,0.0795,0.0566,0
2.7,8.11,0,2.7,2.7,5.41,2.7,16.22,13.51,2.7,2.7,5.41,2.7,5.41,18.92,2.7,0,5.41,0,0,0.1048,0.1004,0
8.57,0,14.29,5.71,0,5.71,5.71,8.57,11.43,0,2.86,2.86,2.86,8.57,0,5.71,2.86,5.71,8.57,0,0.088,0.0783,0
5.26,2.63,5.26,10.53,0,5.26,0,7.89,7.89,10.53,5.26,2.63,7.89,7.89,2.63,2.63,5.26,0,7.89,2.63,0.0883,0.0925,0
2.27,9.09,4.55,0,4.55,4.55,11.36,6.82,4.55,6.82,0,4.55,4.55,4.55,9.09,11.36,4.55,2.27,4.55,0,0.0983,0.0842,0
0,2.63,2.63,2.63,2.63,7.89,5.26,7.89,5.26,5.26,0,7.89,5.26,5.26,7.89,7.89,13.16,5.26,2.63,2.63,0.0833,0.0811,0
2.7,5.41,0,2.7,0,5.41,2.7,13.51,2.7,2.7,8.11,8.11,10.81,8.11,2.7,5.41,8.11,2.7,2.7,5.41,0.0608,0.0619,0
5.41,2.7,0,10.81,5.41,2.7,5.41,8.11,5.41,5.41,2.7,2.7,10.81,5.41,2.7,2.7,2.7,10.81,0,8.11,0.0792,0.0763,0
5.71,8.57,0,0,5.71,5.71,8.57,8.57,2.86,5.71,0,0,2.86,5.71,0,14.29,5.71,2.86,5.71,11.43,0.0778,0.0599,0
8.82,2.94,5.88,2.94,11.76,2.94,2.94,2.94,2.94,11.76,5.88,8.82,5.88,8.82,2.94,0,5.88,0,2.94,2.94,0.0672,0.0747,0
0,9.09,9.09,0,0,0,9.09,0,18.18,9.09,0,9.09,9.09,9.09,18.18,0,0,0,0,0,0.0955,0.0584,0
12.9,0,0,3.23,6.45,6.45,0,12.9,6.45,19.35,3.23,3.23,3.23,3.23,3.23,3.23,9.68,0,0,3.23,0.068,0.0799,0
9.52,0,9.52,0,0,4.76,9.52,14.29,4.76,4.76,9.52,14.29,0,4.76,4.76,4.76,0,0,4.76,0,0.0934,0.0678,0
6.06,0,3.03,0,6.06,3.03,0,3.03,3.03,24.24,9.09,0,6.06,0,0,9.09,9.09,15.15,0,3.03,0.0437,0.0426,0
0,18.75,3.12,3.12,3.12,12.5,0,3.12,9.38,6.25,0,3.12,6.25,0,0,9.38,6.25,9.38,3.12,3.12,0.0499,0.0604,0
0,5.71,8.57,2.86,0,5.71,8.57,8.57,8.57,5.71,2.86,14.29,0,14.29,2.86,0,5.71,0,2.86,2.86,0.0659,0.0732,0
0,6.82,9.09,4.55,2.27,4.55,2.27,6.82,0,0,11.36,4.55,4.55,4.55,6.82,4.55,0,4.55,15.91,6.82,0.101,0.0959,0
8.57,2.86,0,2.86,2.86,11.43,0,8.57,0,20,2.86,2.86,5.71,2.86,5.71,2.86,5.71,8.57,2.86,2.86,0.0591,0.0747,0
21.95,0,0,0,0,7.32,2.44,2.44,19.51,2.44,2.44,0,7.32,4.88,12.2,7.32,9.76,0,0,0,0.0782,0.106,0
2.27,0,9.09,9.09,11.36,4.55,9.09,2.27,4.55,9.09,0,2.27,9.09,2.27,2.27,2.27,4.55,6.82,4.55,4.55,0.0724,0.0812,0
3.7,3.7,3.7,7.41,0,0,3.7,3.7,11.11,0,7.41,3.7,7.41,11.11,14.81,0,3.7,3.7,7.41,3.7,0.0873,0.1244,0
