AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,Target
0,18.18,0,18.18,0,0,0,9.09,0,0,18.18,0,0,0,0,9.09,18.18,0,9.09,0,0
18.18,0,9.09,9.09,9.09,0,0,0,0,9.09,9.09,0,9.09,0,0,9.09,18.18,0,0,0,0
0,3.23,6.45,6.45,0,0,6.45,3.23,12.9,6.45,16.13,0,6.45,9.68,0,6.45,9.68,3.23,3.23,0,0
8.33,4.17,4.17,4.17,2.08,6.25,0,4.17,4.17,4.17,10.42,6.25,6.25,6.25,2.08,0,6.25,10.42,2.08,8.33,0
9.09,0,9.09,4.55,0,0,0,4.55,4.55,0,4.55,0,9.09,4.55,9.09,4.55,9.09,0,13.64,13.64,0
7.69,12.82,7.69,2.56,5.13,7.69,0,2.56,0,2.56,2.56,5.13,5.13,7.69,5.13,5.13,5.13,5.13,7.69,2.56,0
5.71,0,0,5.71,14.29,2.86,0,8.57,11.43,11.43,2.86,0,8.57,0,2.86,2.86,11.43,8.57,0,2.86,0
5.56,0,5.56,5.56,0,5.56,0,11.11,5.56,16.67,5.56,16.67,5.56,0,0,11.11,0,5.56,0,0,0
7.69,0,2.56,0,7.69,5.13,2.56,12.82,0,7.69,5.13,0,5.13,5.13,7.69,7.69,10.26,7.69,2.56,2.56,0
10,0,20,0,0,0,0,10,30,20,0,0,0,0,0,0,10,0,0,0,0
0,17.24,3.45,0,0,6.9,10.34,3.45,0,6.9,6.9,13.79,3.45,0,3.45,3.45,3.45,6.9,6.9,3.45,0
0,9.09,0,11.36,2.27,6.82,2.27,4.55,6.82,2.27,6.82,4.55,2.27,6.82,4.55,9.09,13.64,0,4.55,2.27,0
5.56,2.78,5.56,8.33,5.56,8.33,5.56,2.78,0,2.78,5.56,13.89,2.78,8.33,2.78,5.56,0,2.78,5.56,5.56,0
2.56,12.82,2.56,5.13,2.56,5.13,10.26,2.56,7.69,0,10.26,2.56,7.69,2.56,10.26,0,2.56,2.56,0,10.26,0
0,9.3,11.63,2.33,4.65,11.63,4.65,0,4.65,2.33,4.65,4.65,6.98,0,9.3,6.98,4.65,9.3,0,2.33,0
10,0,0,0,20,20,0,0,0,0,10,0,10,0,10,20,0,0,0,0,0
0,0,4.26,2.13,2.13,6.38,4.26,2.13,12.77,4.26,4.26,4.26,2.13,6.38,21.28,8.51,6.38,6.38,0,2.13,0
12.12,0,6.06,0,9.09,12.12,0,12.12,0,9.09,6.06,3.03,0,0,3.03,9.09,6.06,6.06,6.06,0,0
12.24,12.24,6.12,4.08,4.08,4.08,4.08,2.04,2.04,6.12,8.16,4.08,2.04,0,4.08,0,4.08,4.08,8.16,8.16,0
0,0,10,0,0,20,10,20,10,0,0,0,10,0,10,0,0,0,10,0,0
6.12,0,6.12,6.12,6.12,8.16,2.04,0,10.2,0,6.12,12.24,8.16,2.04,14.29,8.16,4.08,0,0,0,0
10.2,0,4.08,0,2.04,4.08,6.12,6.12,20.41,2.04,4.08,2.04,6.12,0,10.2,8.16,4.08,4.08,2.04,4.08,0
0,0,6.67,0,0,6.67,0,0,6.67,20,20,0,13.33,0,6.67,0,6.67,6.67,0,6.67,0
6.45,3.23,3.23,3.23,0,0,3.23,0,6.45,3.23,3.23,6.45,6.45,9.68,6.45,3.23,12.9,12.9,3.23,6.45,0
8.51,0,0,4.26,4.26,14.89,4.26,10.64,6.38,10.64,2.13,6.38,2.13,2.13,2.13,6.38,6.38,2.13,2.13,4.26,0
0,9.09,0,9.09,18.18,0,0,0,0,9.09,0,9.09,0,0,0,18.18,9.09,9.09,9.09,0,0
6.12,2.04,0,10.2,6.12,2.04,10.2,6.12,2.04,2.04,6.12,2.04,2.04,10.2,4.08,2.04,6.12,4.08,10.2,6.12,0
0,0,3.33,3.33,20,6.67,3.33,6.67,3.33,10,3.33,6.67,3.33,3.33,0,0,6.67,0,6.67,13.33,0
6.9,0,6.9,6.9,17.24,0,10.34,6.9,3.45,6.9,3.45,3.45,3.45,6.9,3.45,0,3.45,3.45,3.45,3.45,0
10.71,10.71,10.71,7.14,0,0,3.57,14.29,7.14,3.57,10.71,0,3.57,0,0,3.57,0,3.57,3.57,7.14,0
14,4,2,8,2,2,4,10,6,6,4,0,0,4,4,2,10,16,0,2,0
0,6.06,3.03,3.03,0,15.15,3.03,3.03,3.03,12.12,6.06,6.06,9.09,0,12.12,3.03,12.12,0,0,3.03,0
4.17,10.42,2.08,2.08,6.25,6.25,6.25,6.25,6.25,6.25,2.08,4.17,8.33,4.17,0,10.42,4.17,6.25,2.08,2.08,0
7.69,0,0,7.69,7.69,0,7.69,0,0,7.69,15.38,7.69,7.69,7.69,7.69,0,7.69,7.69,0,0,0
0,9.3,0,9.3,6.98,6.98,4.65,0,6.98,11.63,2.33,6.98,2.33,2.33,6.98,6.98,4.65,4.65,2.33,4.65,0
9.3,6.98,2.33,4.65,6.98,4.65,6.98,2.33,9.3,2.33,9.3,4.65,6.98,4.65,4.65,6.98,2.33,2.33,0,2.33,0
8.11,0,0,2.7,0,5.41,5.41,8.11,5.41,0,10.81,8.11,5.41,2.7,5.41,5.41,5.41,8.11,8.11,5.41,0
11.9,0,4.76,19.05,9.52,7.14,0,2.38,7.14,7.14,4.76,2.38,0,2.38,0,14.29,2.38,0,0,4.76,0
2.56,0,0,12.82,5.13,2.56,2.56,2.56,2.56,10.26,5.13,5.13,10.26,5.13,15.38,5.13,5.13,0,0,7.69,0
6.82,9.09,4.55,4.55,11.36,4.55,6.82,0,6.82,6.82,2.27,2.27,0,6.82,2.27,2.27,13.64,2.27,0,6.82,0
26.19,0,2.38,2.38,7.14,14.29,0,9.52,7.14,4.76,4.76,0,0,0,0,4.76,7.14,7.14,2.38,0,0
0,19.35,0,6.45,9.68,16.13,0,6.45,3.23,6.45,6.45,0,6.45,0,0,6.45,3.23,6.45,3.23,0,0
0,8.11,0,5.41,0,5.41,2.7,8.11,16.22,0,5.41,5.41,5.41,8.11,13.51,2.7,0,13.51,0,0,0
13.33,3.33,3.33,0,6.67,3.33,16.67,6.67,0,0,0,3.33,10,3.33,13.33,0,0,3.33,6.67,6.67,0
2.13,4.26,6.38,0,4.26,4.26,2.13,21.28,2.13,2.13,6.38,2.13,4.26,2.13,4.26,8.51,6.38,6.38,2.13,8.51,0
10,0,3.33,0,10,10,0,3.33,0,13.33,6.67,0,0,0,3.33,16.67,3.33,13.33,6.67,0,0
4.17,2.08,2.08,14.58,2.08,2.08,2.08,8.33,12.5,8.33,2.08,4.17,2.08,6.25,6.25,10.42,4.17,2.08,4.17,0,0
7.89,2.63,2.63,5.26,5.26,2.63,2.63,10.53,2.63,2.63,10.53,10.53,10.53,2.63,5.26,5.26,5.26,5.26,0,0,0
11.11,0,0,0,4.44,6.67,2.22,2.22,13.33,4.44,4.44,2.22,2.22,2.22,26.67,4.44,6.67,6.67,0,0,0
4.65,6.98,2.33,4.65,2.33,2.33,0,6.98,6.98,6.98,0,9.3,2.33,11.63,2.33,2.33,6.98,6.98,4.65,9.3,0
0,2.63,5.26,5.26,2.63,2.63,7.89,10.53,10.53,5.26,13.16,2.63,10.53,0,2.63,2.63,0,7.89,5.26,2.63,0
4,12,6,4,2,4,4,2,6,6,6,0,6,8,2,6,6,8,4,4,0
8.11,5.41,8.11,8.11,8.11,2.7,13.51,2.7,0,2.7,5.41,0,5.41,8.11,5.41,5.41,5.41,0,0,5.41,0
7.89,0,0,2.63,10.53,7.89,0,2.63,5.26,7.89,5.26,2.63,5.26,2.63,5.26,18.42,7.89,7.89,0,0,0
5.56,0,5.56,5.56,11.11,5.56,0,5.56,11.11,0,0,11.11,5.56,0,5.56,5.56,0,5.56,5.56,11.11,0
0,4.44,11.11,2.22,4.44,4.44,2.22,2.22,4.44,6.67,11.11,0,4.44,6.67,6.67,4.44,8.89,2.22,11.11,2.22,0
8.11,2.7,5.41,0,8.11,2.7,8.11,0,5.41,8.11,0,8.11,8.11,5.41,2.7,16.22,2.7,2.7,5.41,0,0
2.63,7.89,2.63,0,0,5.26,2.63,10.53,15.79,0,5.26,2.63,2.63,5.26,15.79,7.89,0,13.16,0,0,0
16.67,2.78,2.78,5.56,2.78,11.11,8.33,5.56,0,8.33,5.56,0,2.78,11.11,5.56,0,2.78,2.78,0,5.56,0
13.51,2.7,2.7,2.7,0,2.7,10.81,2.7,8.11,2.7,5.41,2.7,2.7,2.7,5.41,8.11,5.41,5.41,5.41,8.11,0
3.85,0,0,7.69,7.69,3.85,15.38,7.69,0,0,3.85,0,3.85,11.54,0,11.54,3.85,15.38,0,3.85,0
3.03,0,6.06,6.06,0,15.15,3.03,9.09,3.03,6.06,9.09,6.06,3.03,6.06,9.09,3.03,0,0,12.12,0,0
0,0,15.38,0,7.69,7.69,0,0,30.77,7.69,7.69,0,0,7.69,7.69,0,0,0,0,7.69,0
8.11,0,13.51,2.7,8.11,5.41,2.7,5.41,2.7,0,5.41,2.7,10.81,2.7,2.7,10.81,5.41,2.7,2.7,5.41,0
2.56,0,5.13,10.26,0,5.13,0,5.13,10.26,7.69,10.26,0,2.56,0,5.13,2.56,15.38,5.13,2.56,10.26,0
3.57,3.57,7.14,0,3.57,17.86,17.86,3.57,3.57,3.57,3.57,3.57,0,0,7.14,3.57,3.57,10.71,0,3.57,0
2.13,8.51,6.38,8.51,6.38,8.51,2.13,6.38,4.26,2.13,4.26,6.38,6.38,2.13,4.26,2.13,2.13,0,10.64,6.38,0
10.81,8.11,2.7,2.7,2.7,8.11,13.51,2.7,2.7,0,2.7,5.41,5.41,2.7,10.81,2.7,5.41,2.7,0,8.11,0
4.55,6.82,4.55,2.27,2.27,2.27,6.82,6.82,4.55,6.82,4.55,6.82,2.27,9.09,9.09,2.27,6.82,4.55,2.27,4.55,0
0,6.45,3.23,6.45,3.23,9.68,3.23,3.23,0,6.45,6.45,6.45,3.23,6.45,6.45,0,3.23,9.68,6.45,9.68,0
0,16,4,4,8,4,8,0,0,4,8,12,0,12,8,4,4,4,0,0,0
6.82,0,0,0,2.27,6.82,4.55,2.27,13.64,4.55,4.55,2.27,2.27,4.55,27.27,6.82,4.55,4.55,0,2.27,0
0,0,5.56,2.78,16.67,8.33,0,5.56,2.78,13.89,2.78,5.56,5.56,0,5.56,5.56,5.56,11.11,0,2.78,0
11.36,0,0,0,2.27,9.09,2.27,4.55,11.36,4.55,4.55,2.27,2.27,2.27,25,2.27,6.82,6.82,0,2.27,0
0,5.71,2.86,2.86,8.57,5.71,0,5.71,2.86,0,11.43,5.71,8.57,0,14.29,8.57,2.86,8.57,2.86,2.86,0
0,14.71,5.88,2.94,5.88,2.94,2.94,5.88,14.71,0,2.94,5.88,5.88,5.88,8.82,2.94,0,0,5.88,5.88,0
0,9.09,0,9.09,0,0,9.09,0,0,0,9.09,9.09,9.09,9.09,9.09,0,0,18.18,9.09,0,0
20,0,0,0,0,20,0,10,10,0,0,0,0,0,10,0,10,10,10,0,0
6.12,12.24,10.2,6.12,10.2,2.04,4.08,6.12,8.16,2.04,4.08,4.08,2.04,0,6.12,4.08,2.04,0,2.04,8.16,0
9.09,0,3.03,0,3.03,6.06,0,18.18,0,18.18,3.03,9.09,3.03,3.03,3.03,6.06,3.03,12.12,0,0,0
15.15,0,0,3.03,6.06,6.06,0,9.09,3.03,24.24,3.03,6.06,3.03,3.03,3.03,3.03,3.03,9.09,0,0,0
4.26,12.77,4.26,2.13,8.51,0,4.26,2.13,6.38,2.13,4.26,4.26,2.13,2.13,6.38,6.38,6.38,8.51,4.26,8.51,0
6.06,3.03,0,3.03,6.06,9.09,0,12.12,3.03,21.21,3.03,3.03,0,3.03,6.06,6.06,0,6.06,0,9.09,0
10.26,0,2.56,0,5.13,5.13,0,15.38,5.13,15.38,2.56,2.56,5.13,2.56,2.56,7.69,7.69,5.13,2.56,2.56,0
5.26,7.89,2.63,0,0,5.26,2.63,13.16,18.42,0,2.63,2.63,2.63,5.26,15.79,5.26,0,10.53,0,0,0
0,0,13.33,0,13.33,6.67,0,6.67,6.67,13.33,6.67,6.67,0,0,6.67,0,6.67,6.67,0,6.67,0
4.08,8.16,2.04,4.08,4.08,12.24,4.08,6.12,8.16,2.04,6.12,6.12,6.12,4.08,4.08,8.16,0,2.04,8.16,0,0
0,6.45,0,6.45,6.45,3.23,0,0,3.23,16.13,0,3.23,6.45,6.45,3.23,9.68,19.35,3.23,0,6.45,0
0,0,5.26,15.79,5.26,5.26,0,10.53,10.53,10.53,10.53,5.26,0,0,10.53,0,0,5.26,5.26,0,0
4.55,6.82,20.45,2.27,11.36,2.27,6.82,0,4.55,0,4.55,4.55,4.55,6.82,2.27,6.82,2.27,4.55,2.27,2.27,0
2.78,0,5.56,5.56,2.78,0,8.33,0,11.11,0,5.56,5.56,0,5.56,5.56,8.33,8.33,5.56,11.11,8.33,0
4.55,4.55,2.27,0,13.64,6.82,4.55,2.27,4.55,13.64,2.27,2.27,9.09,4.55,11.36,2.27,2.27,9.09,0,0,0
0,0,0,18.18,0,9.09,0,0,9.09,9.09,0,9.09,36.36,0,0,0,0,9.09,0,0,0
2.78,0,8.33,2.78,5.56,8.33,8.33,2.78,5.56,8.33,5.56,5.56,5.56,5.56,2.78,2.78,0,2.78,2.78,13.89,0
11.36,2.27,2.27,6.82,2.27,6.82,2.27,2.27,11.36,2.27,4.55,2.27,9.09,0,2.27,4.55,9.09,2.27,4.55,11.36,0
5,0,0,2.5,0,0,10,0,5,0,2.5,0,10,2.5,42.5,5,7.5,5,0,2.5,0
7.5,0,2.5,0,7.5,5,2.5,10,7.5,12.5,2.5,10,0,2.5,0,7.5,5,12.5,0,5,0
8.11,10.81,2.7,2.7,0,8.11,8.11,5.41,10.81,5.41,0,5.41,2.7,5.41,8.11,2.7,2.7,2.7,2.7,5.41,0
5.26,7.89,2.63,2.63,0,5.26,2.63,7.89,18.42,2.63,2.63,2.63,2.63,5.26,13.16,5.26,0,13.16,0,0,0
2.27,2.27,4.55,4.55,13.64,2.27,6.82,6.82,6.82,6.82,4.55,0,2.27,4.55,2.27,13.64,9.09,2.27,0,4.55,0
9.76,0,4.88,2.44,19.51,2.44,0,9.76,4.88,7.32,2.44,2.44,7.32,0,2.44,4.88,7.32,7.32,2.44,2.44,0
0,7.89,7.89,7.89,7.89,2.63,0,0,7.89,10.53,5.26,7.89,7.89,2.63,2.63,0,7.89,7.89,2.63,2.63,0
2.22,28.89,4.44,4.44,0,13.33,0,0,6.67,0,2.22,13.33,0,0,0,22.22,0,0,0,2.22,0
6.12,4.08,8.16,6.12,2.04,10.2,2.04,10.2,6.12,4.08,8.16,4.08,6.12,2.04,4.08,2.04,2.04,6.12,2.04,4.08,0
8.7,13.04,10.87,2.17,6.52,2.17,4.35,4.35,13.04,4.35,0,0,0,6.52,0,2.17,2.17,6.52,6.52,6.52,0
0,0,0,8.33,8.33,4.17,0,4.17,4.17,4.17,8.33,8.33,8.33,16.67,8.33,4.17,4.17,4.17,0,4.17,0
9.52,0,0,0,9.52,2.38,2.38,9.52,4.76,7.14,4.76,0,4.76,4.76,4.76,7.14,14.29,7.14,2.38,4.76,0
6.25,0,4.17,2.08,0,4.17,6.25,2.08,14.58,2.08,4.17,2.08,8.33,0,12.5,6.25,8.33,10.42,2.08,4.17,0
0,12.5,7.5,5,5,17.5,2.5,0,2.5,0,0,2.5,5,7.5,7.5,0,7.5,10,2.5,5,0
6.12,0,4.08,14.29,4.08,2.04,6.12,6.12,4.08,2.04,8.16,2.04,6.12,4.08,6.12,0,4.08,4.08,4.08,12.24,0
0,0,2.13,14.89,0,2.13,8.51,6.38,10.64,2.13,6.38,4.26,12.77,4.26,6.38,6.38,0,0,8.51,4.26,0
10.53,0,5.26,2.63,13.16,5.26,0,7.89,2.63,10.53,2.63,5.26,5.26,0,7.89,2.63,2.63,13.16,0,2.63,0
6.06,3.03,3.03,12.12,3.03,0,6.06,0,0,6.06,6.06,9.09,15.15,0,6.06,3.03,3.03,6.06,9.09,3.03,0
11.36,4.55,4.55,4.55,0,2.27,4.55,9.09,2.27,2.27,6.82,4.55,6.82,9.09,6.82,4.55,4.55,4.55,4.55,2.27,0
9.68,9.68,0,3.23,0,0,3.23,12.9,3.23,9.68,0,9.68,3.23,0,19.35,0,3.23,9.68,3.23,0,0
8.33,8.33,13.89,5.56,2.78,5.56,0,8.33,5.56,2.78,2.78,2.78,0,0,5.56,11.11,5.56,0,8.33,2.78,0
11.43,2.86,0,5.71,2.86,20,0,8.57,0,14.29,2.86,0,0,2.86,2.86,0,11.43,11.43,0,2.86,0
0,7.14,7.14,3.57,0,7.14,7.14,3.57,3.57,0,3.57,3.57,7.14,7.14,17.86,7.14,7.14,0,3.57,3.57,0
9.52,0,7.14,9.52,4.76,4.76,2.38,2.38,4.76,4.76,4.76,2.38,2.38,2.38,9.52,7.14,2.38,4.76,2.38,11.9,0
6.45,0,0,3.23,6.45,3.23,3.23,9.68,3.23,12.9,12.9,6.45,0,0,0,9.68,6.45,0,12.9,3.23,0
11.76,5.88,0,0,2.94,11.76,0,11.76,5.88,0,5.88,5.88,5.88,2.94,8.82,2.94,0,2.94,5.88,8.82,0
0,0,7.14,0,0,0,14.29,0,14.29,0,0,14.29,0,0,0,21.43,0,14.29,7.14,7.14,0
6.45,0,0,0,9.68,6.45,0,16.13,3.23,22.58,3.23,0,0,0,3.23,9.68,16.13,0,0,3.23,0
9.09,0,0,0,9.09,0,0,0,0,18.18,0,0,9.09,9.09,27.27,18.18,0,0,0,0,0
6.25,6.25,0,6.25,0,0,0,6.25,0,12.5,6.25,6.25,12.5,6.25,0,6.25,6.25,6.25,12.5,0,0
7.14,7.14,0,0,0,21.43,0,0,0,21.43,0,0,7.14,7.14,7.14,0,7.14,14.29,0,0,0
12.5,12.5,18.75,6.25,12.5,0,0,0,0,0,0,6.25,6.25,0,6.25,6.25,6.25,6.25,0,0,0
4.55,4.55,2.27,4.55,4.55,0,11.36,2.27,4.55,6.82,0,4.55,9.09,11.36,2.27,4.55,4.55,4.55,6.82,6.82,0
12.12,0,3.03,3.03,3.03,0,3.03,3.03,3.03,3.03,6.06,9.09,3.03,6.06,6.06,15.15,3.03,3.03,9.09,6.06,0
0,0,2.78,5.56,22.22,8.33,0,8.33,0,11.11,2.78,8.33,5.56,0,8.33,2.78,0,11.11,0,2.78,0
0,2.94,2.94,5.88,2.94,2.94,2.94,2.94,11.76,8.82,5.88,0,0,11.76,8.82,5.88,2.94,11.76,2.94,5.88,0
3.45,0,6.9,10.34,3.45,0,3.45,0,3.45,3.45,6.9,6.9,13.79,6.9,0,3.45,6.9,3.45,3.45,13.79,0
6.82,9.09,11.36,4.55,4.55,0,6.82,4.55,9.09,9.09,2.27,6.82,6.82,6.82,2.27,0,2.27,0,0,6.82,0
13.64,0,0,0,2.27,9.09,2.27,0,11.36,6.82,2.27,0,2.27,4.55,27.27,4.55,6.82,4.55,0,2.27,0
8.51,4.26,2.13,4.26,4.26,2.13,2.13,6.38,8.51,4.26,0,6.38,10.64,2.13,8.51,6.38,2.13,4.26,6.38,6.38,0
3.45,20.69,3.45,3.45,3.45,17.24,0,3.45,0,3.45,0,6.9,10.34,0,3.45,0,10.34,6.9,3.45,0,0
15.38,0,2.56,0,5.13,7.69,0,7.69,2.56,15.38,2.56,2.56,2.56,10.26,5.13,5.13,2.56,7.69,5.13,0,0
11.76,11.76,0,0,0,23.53,11.76,0,5.88,5.88,0,5.88,5.88,11.76,0,5.88,0,0,0,0,0
5.26,5.26,10.53,7.89,2.63,5.26,2.63,2.63,7.89,5.26,5.26,2.63,2.63,2.63,13.16,2.63,10.53,0,0,5.26,0
2.44,4.88,2.44,2.44,7.32,4.88,7.32,7.32,12.2,0,0,12.2,9.76,2.44,4.88,2.44,4.88,2.44,7.32,2.44,0
11.63,2.33,6.98,4.65,4.65,6.98,9.3,4.65,2.33,2.33,4.65,2.33,6.98,16.28,2.33,2.33,2.33,2.33,2.33,2.33,0
2.27,6.82,2.27,4.55,2.27,6.82,0,9.09,4.55,2.27,6.82,6.82,11.36,6.82,4.55,4.55,0,11.36,4.55,2.27,0
11.36,2.27,0,4.55,2.27,6.82,11.36,9.09,0,2.27,4.55,4.55,6.82,0,2.27,9.09,4.55,9.09,2.27,6.82,0
24.39,0,0,2.44,0,7.32,2.44,2.44,17.07,2.44,2.44,0,7.32,4.88,12.2,7.32,7.32,0,0,0,0
0,0,11.76,0,5.88,0,17.65,5.88,5.88,0,5.88,17.65,5.88,0,5.88,0,5.88,5.88,0,5.88,0
5.26,2.63,2.63,0,2.63,5.26,7.89,2.63,10.53,2.63,5.26,2.63,2.63,7.89,10.53,10.53,5.26,2.63,7.89,2.63,0
9.09,9.09,0,0,0,0,18.18,0,9.09,9.09,9.09,0,0,0,0,0,18.18,9.09,9.09,0,0
6.12,8.16,4.08,6.12,0,0,8.16,0,18.37,4.08,6.12,10.2,4.08,0,8.16,0,8.16,4.08,0,4.08,0
0,0,0,5,5,5,5,0,5,5,0,10,15,5,5,0,5,10,5,15,0
0,0,0,8.33,0,0,0,8.33,8.33,0,0,8.33,8.33,8.33,8.33,0,8.33,16.67,16.67,0,0
7.14,7.14,0,0,14.29,14.29,0,0,0,7.14,0,7.14,0,0,0,0,21.43,14.29,0,7.14,0
8.11,2.7,0,2.7,2.7,16.22,0,8.11,0,21.62,2.7,2.7,5.41,2.7,5.41,2.7,2.7,8.11,2.7,2.7,0
3.03,3.03,15.15,0,6.06,0,3.03,9.09,9.09,3.03,9.09,6.06,3.03,9.09,3.03,3.03,3.03,9.09,0,3.03,0
4.08,0,2.04,8.16,2.04,10.2,0,8.16,14.29,10.2,8.16,6.12,4.08,2.04,6.12,4.08,8.16,0,0,2.04,0
2.7,8.11,2.7,2.7,0,5.41,2.7,8.11,24.32,0,5.41,2.7,0,5.41,13.51,2.7,0,13.51,0,0,0
0,3.57,3.57,3.57,14.29,3.57,7.14,0,7.14,3.57,10.71,3.57,0,0,7.14,0,7.14,10.71,7.14,7.14,0
2.27,9.09,6.82,6.82,4.55,2.27,11.36,11.36,9.09,4.55,6.82,4.55,2.27,2.27,2.27,0,4.55,2.27,4.55,2.27,0
8,2,4,4,4,12,6,10,0,14,4,4,10,2,0,4,4,4,2,2,0
9.38,0,3.12,0,6.25,6.25,3.12,6.25,0,15.62,9.38,0,0,0,3.12,12.5,3.12,15.62,6.25,0,0
2.7,8.11,2.7,0,0,5.41,2.7,10.81,18.92,0,5.41,0,2.7,8.11,16.22,5.41,0,10.81,0,0,0
4.65,2.33,2.33,4.65,9.3,2.33,2.33,4.65,2.33,11.63,4.65,11.63,6.98,6.98,2.33,4.65,9.3,0,2.33,4.65,0
6.12,6.12,6.12,6.12,0,2.04,8.16,4.08,0,8.16,10.2,4.08,4.08,2.04,4.08,4.08,6.12,6.12,0,12.24,0
0,10,10,10,0,0,10,10,10,0,0,10,10,0,0,10,0,10,0,0,0
0,0,6.9,3.45,3.45,6.9,0,17.24,6.9,3.45,3.45,0,6.9,0,3.45,17.24,6.9,6.9,0,6.9,0
10,10,5,0,5,10,0,0,0,5,10,5,0,5,10,5,5,10,0,5,0
30,0,5,0,5,10,0,0,5,10,0,0,5,0,5,10,5,5,0,5,0
2.17,2.17,8.7,6.52,4.35,6.52,4.35,4.35,6.52,2.17,4.35,8.7,4.35,6.52,6.52,8.7,4.35,0,4.35,4.35,0
0,3.85,0,7.69,15.38,0,11.54,0,3.85,11.54,7.69,0,3.85,3.85,3.85,11.54,3.85,3.85,7.69,0,0
8.33,8.33,12.5,16.67,4.17,4.17,4.17,4.17,0,8.33,0,4.17,4.17,4.17,8.33,0,0,4.17,0,4.17,0
10,5,5,0,5,0,0,0,20,10,5,10,0,0,5,5,0,0,5,15,0
10.2,0,2.04,8.16,0,8.16,2.04,2.04,16.33,4.08,4.08,14.29,4.08,8.16,4.08,4.08,2.04,4.08,0,2.04,0
0,0,0,0,7.69,0,0,15.38,15.38,7.69,0,7.69,30.77,0,0,0,15.38,0,0,0,0
2.08,2.08,4.17,2.08,2.08,0,2.08,25,12.5,10.42,4.17,10.42,0,0,2.08,10.42,0,2.08,0,8.33,0
0,0,14.81,14.81,7.41,3.7,0,3.7,3.7,0,3.7,3.7,7.41,3.7,0,7.41,7.41,0,14.81,3.7,0
2.38,2.38,2.38,4.76,7.14,11.9,2.38,4.76,7.14,4.76,11.9,4.76,2.38,0,2.38,0,7.14,7.14,7.14,7.14,0
2.7,8.11,2.7,2.7,5.41,5.41,5.41,10.81,5.41,8.11,0,5.41,2.7,0,8.11,5.41,2.7,8.11,8.11,2.7,0
2.7,8.11,0,2.7,0,5.41,2.7,5.41,16.22,0,8.11,2.7,0,5.41,18.92,8.11,2.7,10.81,0,0,0
5.88,5.88,0,5.88,0,5.88,0,5.88,5.88,0,0,23.53,5.88,0,11.76,11.76,5.88,0,5.88,0,0
3.12,6.25,0,3.12,9.38,9.38,3.12,0,0,9.38,3.12,12.5,6.25,0,6.25,12.5,6.25,3.12,3.12,3.12,0
11.76,0,0,0,17.65,5.88,17.65,0,0,5.88,5.88,0,0,0,5.88,5.88,5.88,17.65,0,0,0
13.89,0,5.56,0,13.89,2.78,0,8.33,0,16.67,5.56,0,8.33,2.78,0,8.33,2.78,8.33,0,2.78,0
2.27,0,2.27,4.55,11.36,2.27,9.09,6.82,11.36,9.09,0,4.55,6.82,6.82,2.27,4.55,2.27,2.27,4.55,6.82,0
4.17,0,4.17,4.17,4.17,8.33,0,8.33,4.17,12.5,8.33,4.17,0,4.17,4.17,8.33,0,8.33,4.17,8.33,0
9.76,2.44,0,2.44,14.63,7.32,4.88,9.76,0,2.44,2.44,0,2.44,2.44,4.88,9.76,7.32,9.76,2.44,4.88,0
0,14.29,0,0,3.57,10.71,3.57,14.29,14.29,3.57,10.71,3.57,7.14,7.14,3.57,0,3.57,0,0,0,0
7.14,0,7.14,0,7.14,0,3.57,3.57,10.71,7.14,3.57,7.14,0,3.57,7.14,10.71,7.14,7.14,0,7.14,0
14.29,7.14,7.14,7.14,14.29,7.14,0,0,0,0,14.29,0,7.14,7.14,0,0,0,0,7.14,7.14,0
2,2,4,0,4,12,8,8,0,8,6,6,6,4,6,2,4,6,8,4,0
0,4.55,4.55,0,9.09,4.55,9.09,9.09,0,0,0,0,0,18.18,4.55,13.64,4.55,9.09,4.55,4.55,0
0,0,10,0,0,0,0,0,0,10,0,10,30,0,10,20,10,0,0,0,0
6.25,0,0,6.25,15.62,3.12,0,15.62,6.25,12.5,3.12,0,3.12,0,6.25,0,9.38,9.38,0,3.12,0
7.69,7.69,7.69,0,0,0,0,7.69,15.38,0,0,0,0,0,7.69,23.08,7.69,0,7.69,7.69,0
9.09,0,9.09,0,0,18.18,0,0,27.27,0,0,18.18,0,0,0,9.09,0,0,9.09,0,0
3.12,9.38,6.25,3.12,3.12,3.12,6.25,3.12,9.38,0,9.38,9.38,3.12,3.12,3.12,3.12,9.38,3.12,6.25,3.12,0
0,0,0,21.43,0,21.43,7.14,0,0,0,21.43,7.14,0,0,0,21.43,0,0,0,0,0
8.16,4.08,10.2,10.2,4.08,6.12,4.08,2.04,0,10.2,0,2.04,14.29,2.04,8.16,0,0,4.08,2.04,8.16,0
11.76,0,0,0,5.88,11.76,11.76,0,5.88,0,0,5.88,0,5.88,5.88,5.88,11.76,0,11.76,5.88,0
2.17,0,2.17,8.7,4.35,8.7,6.52,4.35,2.17,13.04,2.17,4.35,10.87,4.35,6.52,2.17,4.35,2.17,8.7,2.17,0
20.59,2.94,0,2.94,2.94,2.94,2.94,8.82,0,11.76,2.94,0,0,2.94,5.88,8.82,2.94,17.65,0,2.94,0
